Scenario,Spot,Volatility,Risk_Free_Rate,Chooser_BSM_Price,Price_Change,Price_Change_Percent
Base,241.119384765625,0.457249377608635,0.0418,99.26166793787365,0.0,0.0
50% Volatility Spike,241.119384765625,0.6858740664129525,0.0418,115.66831713156115,16.4066491936875,0.16528685780251218
2% Rate Hike,241.119384765625,0.457249377608635,0.061799999999999994,101.3316591197473,2.0699911818736467,0.020853882721064254
Combined Shock,241.119384765625,0.6858740664129525,0.061799999999999994,116.91772232012458,17.65605438225093,0.17787384343875412
